2458683.3507069410 1.0000504146 0.0003670223 TESS
2458683.3520958219 0.9998308917 0.0003670769 TESS
2458683.3534847028 1.0002913814 0.0003671124 TESS
2458683.3548735841 0.9994177950 0.0003676957 TESS
2458683.3562624650 1.0001242958 0.0003673526 TESS
2458683.3576513459 1.0002100927 0.0003670349 TESS
2458683.3590402268 0.9998971667 0.0003669450 TESS
2458683.3604291081 1.0009243330 0.0003673785 TESS
2458683.3618179890 1.0002868187 0.0003669340 TESS
2458683.3632068699 0.9995025895 0.0003671726 TESS
2458683.3645957508 1.0000374200 0.0003671250 TESS
2458683.3659846322 0.9995957258 0.0003669578 TESS
2458683.3673735131 0.9993751886 0.0003667307 TESS
2458683.3687623939 1.0002123266 0.0003669888 TESS
2458683.3701512748 0.9995137768 0.0003671344 TESS
2458683.3715401562 0.9998156934 0.0003671639 TESS
2458683.3729290371 0.9997942514 0.0003670732 TESS
2458683.3743179180 1.0005139733 0.0003669575 TESS
2458683.3757067993 0.9996034010 0.0003668233 TESS
2458683.3770956802 1.0002472141 0.0003668984 TESS
2458683.3784845611 1.0004485462 0.0003670134 TESS
2458683.3798734420 1.0000193084 0.0003668364 TESS
2458683.3812623234 1.0000116840 0.0003669680 TESS
2458683.3826512042 0.9998148839 0.0003671640 TESS
2458683.3840400851 0.9994670362 0.0003668998 TESS
2458683.3854289660 1.0009964934 0.0003671406 TESS
2458683.3868178474 1.0000506378 0.0003671725 TESS
2458683.3882067283 1.0007395225 0.0003671364 TESS
2458683.3895956096 1.0003222331 0.0003667493 TESS
2458683.3909844905 1.0000253833 0.0003669233 TESS
2458683.3923733714 1.0000517084 0.0003668024 TESS
2458683.3937622523 0.9996601696 0.0003666041 TESS
2458683.3951511336 1.0006824276 0.0003668336 TESS
2458683.3965400145 1.0002137039 0.0003668108 TESS
2458683.3979288954 1.0000750535 0.0003668242 TESS
2458683.3993177768 0.9994654329 0.0003668856 TESS
2458683.4007066577 1.0004410837 0.0003669290 TESS
2458683.4020955386 0.9998305170 0.0003669919 TESS
2458683.4034844199 0.9996573321 0.0003667289 TESS
2458683.4048733008 0.9997006903 0.0003665877 TESS
2458683.4062621817 1.0001317467 0.0003667948 TESS
2458683.4076510626 1.0007316930 0.0003669582 TESS
2458683.4090399439 0.9999134216 0.0003667584 TESS
2458683.4104288248 0.9994842805 0.0003667316 TESS
2458683.4118177062 1.0002195256 0.0003668665 TESS
2458683.4132065871 1.0009926399 0.0003670179 TESS
2458683.4145954680 0.9999460583 0.0003669821 TESS
2458683.4159843489 1.0004150935 0.0003669233 TESS
2458683.4173732302 0.9999466543 0.0003668753 TESS
2458683.4187621111 0.9998917474 0.0003670927 TESS
2458683.4201509925 0.9996615196 0.0003666108 TESS
2458683.4215398734 0.9998382726 0.0003667713 TESS
2458683.4229287542 0.9993529255 0.0003668893 TESS
2458683.4243176356 0.9999482041 0.0003673785 TESS
2458683.4257065165 0.9999628529 0.0003669145 TESS
2458683.4270953978 1.0003614968 0.0003668187 TESS
2458683.4284842787 0.9991847467 0.0003668889 TESS
2458683.4298731596 0.9998637562 0.0003669214 TESS
2458683.4312620405 0.9998437485 0.0003666460 TESS
2458683.4326509219 0.9994717899 0.0003670090 TESS
2458683.4340398028 0.9987703249 0.0003670315 TESS
2458683.4354286841 0.9997559681 0.0003671790 TESS
2458683.4368175650 1.0008113615 0.0003671224 TESS
2458683.4382064459 0.9998439809 0.0003667195 TESS
2458683.4395953272 1.0001377047 0.0003668710 TESS
2458683.4409842081 1.0001050689 0.0003669099 TESS
2458683.4423730895 0.9997351014 0.0003667420 TESS
2458683.4437619704 1.0000253831 0.0003669106 TESS
2458683.4451508513 0.9994592198 0.0003668838 TESS
2458683.4465397326 1.0008843415 0.0003669164 TESS
2458683.4479286135 1.0000218097 0.0003666935 TESS
2458683.4493174949 1.0005096022 0.0003668040 TESS
2458683.4507063758 0.9998492037 0.0003666781 TESS
2458683.4520952567 1.0002082341 0.0003670014 TESS
2458683.4534841380 1.0003789378 0.0003670008 TESS
2458683.4548730189 0.9999632009 0.0003667773 TESS
2458683.4562619003 1.0002851960 0.0003670360 TESS
2458683.4576507811 1.0010612929 0.0003668978 TESS
2458683.4590396620 0.9999042324 0.0003669180 TESS
2458683.4604285434 0.9998140541 0.0003667197 TESS
2458683.4618174243 0.9992271851 0.0003669119 TESS
2458683.4632063056 1.0003971745 0.0003668269 TESS
2458683.4645951865 1.0000343182 0.0003671996 TESS
2458683.4659840679 0.9995292111 0.0003669424 TESS
2458683.4673729488 1.0003821689 0.0003670896 TESS
2458683.4687618297 1.0006726022 0.0003668592 TESS
2458683.4701507110 1.0003660903 0.0003667654 TESS
2458683.4715395919 1.0000330083 0.0003668514 TESS
2458683.4729284733 0.9998427599 0.0003666468 TESS
2458683.4743173542 1.0001542823 0.0003669262 TESS
2458683.4757062350 1.0002730545 0.0003671824 TESS
2458683.4770951164 0.9996402359 0.0003667399 TESS
2458683.4784839973 0.9999911934 0.0003670696 TESS
2458683.4798728786 0.9996894347 0.0003668114 TESS
2458683.4812617595 0.9998045137 0.0003668230 TESS
2458683.4826506404 0.9996514292 0.0003668107 TESS
2458683.4840395218 0.9989372222 0.0003671620 TESS
2458683.4854284027 1.0003664592 0.0003667624 TESS
2458683.4868172840 1.0005064491 0.0003669340 TESS
2458683.4882061649 0.9995585011 0.0003669551 TESS
2458683.4895950463 0.9996067468 0.0003668449 TESS
2458683.4909839272 1.0003161914 0.0003668567 TESS
2458683.4923728085 0.9989411781 0.0003669971 TESS
2458683.4937616894 1.0001652524 0.0003669520 TESS
2458683.4951505708 0.9994021713 0.0003669645 TESS
2458683.4965394516 0.9999701043 0.0003671556 TESS
2458683.4979283325 1.0005764042 0.0003667931 TESS
2458683.4993172139 0.9992363866 0.0003667062 TESS
2458683.5007060948 1.0004379684 0.0003670393 TESS
2458683.5020949761 0.9997638704 0.0003669471 TESS
2458683.5034838570 0.9994826961 0.0003668728 TESS
2458683.5048727384 0.9997157321 0.0003669139 TESS
2458683.5062616193 1.0003272949 0.0003669059 TESS
2458683.5076505006 1.0004509625 0.0003668215 TESS
2458683.5090393815 1.0007043845 0.0003669143 TESS
2458683.5104282629 1.0002630785 0.0003669801 TESS
2458683.5118171438 1.0002508052 0.0003668308 TESS
2458683.5132060251 1.0000184745 0.0003672387 TESS
2458683.5145949060 1.0001123625 0.0003669786 TESS
2458683.5159837874 1.0004337089 0.0003669455 TESS
2458683.5173726683 0.9997893508 0.0003673236 TESS
2458683.5187615491 0.9997494328 0.0003668783 TESS
2458683.5201504305 1.0009611891 0.0003672085 TESS
2458683.5215393119 0.9996599455 0.0003668586 TESS
2458683.5229281927 1.0001910089 0.0003670154 TESS
2458683.5243170741 1.0003546086 0.0003670340 TESS
2458683.5257059550 0.9998014917 0.0003669380 TESS
2458683.5270948363 1.0002166304 0.0003669568 TESS
2458683.5284837172 1.0004189568 0.0003671797 TESS
2458683.5298725986 1.0002785931 0.0003669600 TESS
2458683.5312614795 0.9995355902 0.0003669490 TESS
2458683.5326503608 0.9998775086 0.0003670048 TESS
2458683.5340392417 1.0001611101 0.0003668499 TESS
2458683.5354281231 1.0009466341 0.0003669952 TESS
2458683.5368170040 0.9991622716 0.0003672570 TESS
2458683.5382058853 1.0001272731 0.0003670266 TESS
2458683.5395947667 1.0003181752 0.0003672080 TESS
2458683.5409836476 1.0001402628 0.0003669121 TESS
2458683.5423725285 0.9994372289 0.0003668745 TESS
2458683.5437614098 1.0001981830 0.0003670104 TESS
2458683.5451502912 0.9993122560 0.0003668313 TESS
2458683.5465391721 0.9996201380 0.0003671153 TESS
2458683.5479280530 1.0001434902 0.0003671378 TESS
2458683.5507058157 1.0003101012 0.0003671662 TESS
2458683.5520946966 1.0000827120 0.0003670731 TESS
2458683.5534835779 0.9991084136 0.0003668184 TESS
2458683.5548724593 1.0005157014 0.0003672644 TESS
2458683.5562613402 1.0000762799 0.0003671476 TESS
2458683.5576502210 1.0010650546 0.0003673290 TESS
2458683.5590391024 0.9995721106 0.0003669885 TESS
2458683.5632057455 1.0003269451 0.0003666753 TESS
2458683.5645946269 0.9999219252 0.0003669399 TESS
2458683.5659835082 1.0010199724 0.0003669679 TESS
2458683.5687612705 1.0003499761 0.0003669546 TESS
2458683.5715390327 0.9995241393 0.0003671258 TESS
2458683.5729279141 0.9997562802 0.0003670491 TESS
2458683.5743167950 1.0003334215 0.0003671915 TESS
2458683.5757056763 0.9999456382 0.0003672248 TESS
2458683.5770945577 0.9998844192 0.0003671599 TESS
2458683.5784834386 0.9997494674 0.0003670024 TESS
2458683.5798723195 0.9997499968 0.0003672153 TESS
2458683.5826500822 1.0000949557 0.0003672182 TESS
2458683.5840389631 0.9997024683 0.0003669811 TESS
2458683.5854278444 0.9998462505 0.0003670252 TESS
2458683.5868167253 0.9999223767 0.0003670623 TESS
2458683.5882056067 1.0002256372 0.0003674178 TESS
2458683.5895944880 0.9991737212 0.0003673436 TESS
2458683.5909833689 1.0000344523 0.0003673226 TESS
2458683.5923722503 1.0002935532 0.0003671702 TESS
2458683.5937611312 0.9998201206 0.0003671127 TESS
2458683.5951500125 1.0002120613 0.0003670799 TESS
2458683.5965388939 1.0001365252 0.0003673197 TESS
